"";"identificationEtDescription:periodesDeCreationExecution";"identificationEtDescription:auteursExecutantsCollecteurs";"identificationEtDescription:titres";"identificationEtDescription:domaines";"identificationEtDescription:etatActuelDuBien";"identificationEtDescription:materiauxEtTechniques";"identificationEtDescription:mesures";"identificationEtDescription:inscriptions";"identificationEtDescription:millesimesDeCreationExecution";"identificationEtDescription:appellationsVernaculaires";"identificationEtDescription:nbreObjets";"identificationEtDescription:representations";"identificationEtDescription:denominations";"identificationEtDescription:nbreElements";"identificationEtDescription:numeroDInventaire";"identificationEtDescription:mouvement";"identificationEtDescription:techniques";"identificationEtDescription:ecoles";"identificationEtDescription:description";"identificationEtDescription:modesFonctionnement";"identificationEtDescription:autresNumeros";"identificationEtDescription:interetObjet";"identificationEtDescription:numeroDeDepot";"identificationEtDescription:anciensNumeros";"identificationEtDescription:particularites";"identificationEtDescription:etatDuBienHistory";"identificationEtDescription:onomastique";"identificationEtDescription:epoque";"identificationEtDescription:anciennesAttributions";"identificationEtDescription:appellation";"identificationEtDescription:descriptionsAnalytiques";"identificationEtDescription:autresDesignations";"identificationEtDescription:style";"identificationEtDescription:qualiteRealisation";"identificationEtDescription:precisionNumeroDInventaire";"identificationEtDescription:materiaux";"identificationEtDescription:rareteEnCollection";"identificationEtDescription:etatGeneral";"identificationEtDescription:appellations";"identificationEtDescription:etatActuelDuBien ### etat";"identificationEtDescription:etatActuelDuBien ### date";"item ### #text";"item ### precisions";"item ### mesuresSet";"item ### notes";"item ### precision";"item ### periode";"item ### affixe";"item ### traduction";"item ### transliteration";"item ### techniques";"item ### alphabet";"item ### inscription";"item ### type";"item ### justification";"item ### langue";"item ### emplacement";"item ### auteur";"identificationEtDescription:millesimeDeLOriginalCopie ### millesime";"identificationEtDescription:millesimeDeLOriginalCopie ### precision";"identificationEtDescription:millesimeDeLOriginalCopie ### affixe";"identificationEtDescription:millesimeDeLOriginalCopie ### notes";"identificationEtDescription:etatDuBienAcquisisionDepot ### dateConstat";"identificationEtDescription:etatDuBienAcquisisionDepot ### details";"identificationEtDescription:etatDuBienAcquisisionDepot ### etatInitialDuBien";"identificationEtDescription:etatDuBienAcquisisionDepot ### notes";"item ### complement";"item ### periodes";"item ### attribuePar";"item ### lieux";"item ### roles";"item ### millesimes";"item ### lesTechniques";"item ### lesMateriaux";"identificationEtDescription:periodeDeLOriginalCopie ### precision";"identificationEtDescription:periodeDeLOriginalCopie ### periode";"identificationEtDescription:periodeDeLOriginalCopie ### affixe";"identificationEtDescription:periodeDeLOriginalCopie ### notes";"item ### titre";"item ### millesime";"item ### affixes";"item ### denomination";"item ### numero";"item ### description";"item ### ecole";
"58291219-d3a6-41a6-a5ed-30a70f9fe85d";;;;;;;;;;;"";"1";"";"";"E 59.13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"3d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### Création ###  ### Lithographie ###  ### date de signature ### ";"3e quart 20e siècle ### ";"";"";"";"";"";"F.L. 50 ###  ### 366/1000 ### ";"Signé, daté, localisé ###  ### Numéroté ### ";"";"";"En bas à droite ###  ### En bas à droite ### ";" ### LÉGER				Fernand ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Lithographe ### ";"";"lithographie ### ";"papier ### ";"";"";"";"";"Fond vert ### ";"1950 ### ";;;;;;;;;;;;;"
"
"5837ba8e-c2fe-4917-b40d-c843b3740ace";;;;;;;;;"";;"";"1";"";"";"A 341";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"3,8d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### Création ###  ### huile sur toile ### ";" ### 1ère moitié 20e siècle ### ";"";"";"";"";"";"H de St Delis ### ";"Signature ### ";"";"";"En bas à gauche ### ";" ### Marie Isidore Henri LIENARD DE SAINT-DELIS de son vrai nom SAINT-DELISHenri de ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Neige (Pic Chaussy) ### ";;;;;;;;;;;;;;"
"
"58401aef-5ab2-41b5-bb2a-3583c46d56af";;;;;;;;;"";;"";"1";"";"";"754";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ### Est appellé sur l'ancien inventaire \"faisan de chasse\"? ### ";"sculpture ### ";"feca5b42-d17c-45ad-aa3f-b8272a9a983a";"";"29fc342777-6134-4a98-a407-08f206835f4b ### ";" ### Création ### ";"4e quart 19e siècle ###  ### 1er quart 20e siècle ### ";"";"";"";"";"";"R Bigot ### ";"Signature ### ";"";"";"Sur le socle ### ";" ### BIGOTRaymond ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Sculpteur ### ";"";"";"bois ### ";"";"";"";"";"Faisan de Chasse ###  ### Poule ou faisane ### ";;;;;;;;;;;;;;"
"
"584965d3-c462-4d04-b528-d6d7a4d33a1f";;;;;;;;;;"";"";"1";;"";"110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ### dit BENNER Jean II LeJeune (car fils de BENNER Jean I l'Ancien) ### ";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"14662edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### huile sur toile ### ";"4e quart 19e siècle ### ";"";;;;;;;;"";"";"BENNERJean ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Les Pêcheurs ### ";"1878 ### ";;"";"";"";" ### ";"";;;;;;;"
"
"584ea183-c342-490e-a89c-f0fd73022b41";;;;;;;"";"";;"";"";"1";"";"7";"2006.1.3d";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;" ### Un ensemble de 7 éléments ### ";;"9a158800-505c-48e6-b9ea-bef96c8a977b";"";"35.562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### Création ### ";"1er quart 20e siècle ### ";"";;;;;;;;"";;"EmileFRIESZOthon ###  ### ou André METHEYMETTHEYAndré ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ###  ### Céramiste ### ";"";;;"";"";"";"";"Les Poissons ### ";"1909 ### ";;;;;;;;;;;;;"
"
"585edbea-1714-435d-bbac-c61f440d0f9f";;;;;;;;;;;"";"1";"";"";"B 177";"a9e70fa2-ccad-4f4b-ac66-dd8f5e7a0ca3";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ### Anciennement : Paysage. Etude de vaches à proximité d'une ferme ###  ### Datation proposée par Laurent Manœuvre à l’occasion de la préparation de l’exposition Eugène Boudin. L’atelier de la lumière, 16 avril 2016 – 26 septembre 2016 ### ";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"30,2c501fe68-68ab-4ddf-a9e1-6708febf4ff8 ### ";" ### Tampon à l'encre noire à moitié effacé ###  ### Au crayon bleu ###  ### Déchirée ###  ### 1588 ###  ### 96 ###  ### Création ###  ### huile sur carton ### ";"4e quart 19e siècle ### ";" ### entre ###  ### et ### ";"";"";"";"";"17 ###  ### R ###  ### 177 ### ";"Numéroté ###  ### Inscription ###  ### Etiquette manuscrite ### ";"";"";"Au dos sur le panneau ###  ### Au dos sur le panneau ###  ### Au dos sur le panneau ### ";" ### BOUDINEugène ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"carton ### ";"";"";"";"";"Etude de vaches à proximité d'une ferme ### ";"1880 ###  ### 1888 ### ";"Schmit ###  ### Cohen ### ";;;;;;;;;;;;"
"
"585fb96b-1804-4fe1-b103-aebb76bacd48";;;;;;;"";;"";"";"";"1";"";"";"75.48.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";;" ### Etude pour un projet de décoration : \"La Mort des amants\" ### ";;"bf2236d1-5101-4db4-9180-a844761644b5";"";"2d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### Création ###  ### huile sur carton ### ";"1ère moitié 20e siècle ###  ### 3e quart 20e siècle ### ";"";;;;;;"";;"";;"POUGHEONEugène Robert ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"carton ### ";"";"";"";"";"La Mort des amants ### ";;;;;;;;"Une peinture représentant un paysage est présent au revers du carton. ### ";;;;;;"
"
"5878dd77-d7f5-499a-94b2-da905402be3e";;;;;;;;;"";;"";"1";"";"";"66.17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"56,562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### Lithographie ### ";"inconnue ### ";"";"";"";"";"";"19/115 ### ";"Numéroté ###  ### Signature ### ";"";"";"En bas à gauche ###  ### En bas à droite ### ";" ### HARTMANMichel ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Lithographe ### ";"";"lithographie ### ";"papier ### ";"";"";"";"";"La Forêt ### ";;;;;;;;;;;;;;"
"
"58828225-6f2b-4587-998a-ff2dc7e2d295";;;;;;;"";;"";;"";"1";"";"";"E 59.20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"5762edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### 65/220 ### ";"2e quart 20e siècle ###  ### 3e quart 20e siècle ### ";"";"";"";"";"";"MUSIC ###  ### 65/220 ###  ### Femmes des Iles Music Dimensions ### ";"Signature ###  ### Numéroté ###  ### Inscription ### ";"";"";"En bas à droite ###  ### En bas à gauche ###  ### Au dos ### ";" ### MUSICZoran Antonio ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Lithographe ### ";"";"lithographie ### ";"";"";"";"";"";"Femme des îles ### ";;;;;;;;;;;;;;"
"
"5895c3eb-b3ce-4c0c-a59a-b5fb52198994";;;;;;;;;"";;"";"1";"";"";"77.42";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"45,762edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### 1977.42 ###  ### Création ###  ### huile sur carton ### ";"1er quart 20e siècle ### ";"";"";"";"";"";"BOULIER ###  ### Collection M- L Havre Boulier Lucien né à Verdun - jeune fille souriant achat à la foire aux croutes Paris 1924 ###  ### J. Hamon 44, place de l'hôtel-de-ville Le Havre - ref. 109/70 UNI OR II MLS Beige M ### ";"Signature ###  ### Etiquette ###  ### Etiquette ### ";"";"";"En bas à gauche ###  ### Au dos ###  ### Au dos sur le châssis ### ";" ### BOULIERLucien ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"carton ### ";"";"";"";"";"Jeune fille souriant ### ";;"Ancien numéro ### ";;;;;;;;;;;;"
"
"589f3105-59fa-4a9a-a27c-b14de5c1bd86";;;;;;;;;;"";"";"1";"";"";"B 46";"a9e70fa2-ccad-4f4b-ac66-dd8f5e7a0ca3";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ### Ancienne datation : 1853-1856. Datation revue par Laurent Manœuvre à l’occasion de la préparation de l’exposition Eugène Boudin. L’atelier de la lumière, 16 avril 2016 – 26 septembre 2016 ### ";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"29.962edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### 34 ###  ### 14 ###  ### Création ###  ### huile sur bois ### ";"3e quart 19e siècle ### ";" ### entre ###  ### et ### ";;;;;;;;"";;"BOUDINEugène ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"bois ### ";"";"";"";"";"Pommiers verts dans une cour ### ";"1853 ###  ### 1859 ### ";"Schmit ###  ### Cohen ### ";;;;;;;;;;;;"
"
"58a7f8b3-bb5c-4bf4-8913-3dccf83d1039";;;;;;;;;"";;"";"1";"";"";"2015.0.69";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"116,562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### SN 1 ###  ### Création ###  ### Huile sur toile ### ";"3e quart 20e siècle ### ";"";"";"";"";"";"Mouvement I1er etatAu dos sur la toile. ### ";"";"";"";"";" ### ARNOULDReynold ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Mouvement I. 1er état ### ";;"Ancien numéro ### ";;;;;;;;;;;;"
"
"58acd21a-0e8e-40c2-bb83-07db3de1346c";;;;;"";"";;"";;"";"";"";"";"";"59.57";"a9e70fa2-ccad-4f4b-ac66-dd8f5e7a0ca3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;"";"";"lettre ### ";"8bcd7ec6-4251-4307-9a3e-7dd81c3d086c";;;"";"4e quart 19e siècle ### ";"";;;;;;;;"";;"BOUDINEugène ### ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;"";"";"";"";"Lettre de Eugène Boudin à Pieter van der Velde, 13 avril 1888 ### ";"13 avril 1888 ### ";;;;;;;;;;;;;"
"
"58b87b73-b228-4c47-9f8f-b9acb71fe489";;;;;;;;;"";"";"";"";"";"";"A 204";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"138c501fe68-68ab-4ddf-a9e1-6708febf4ff8 ### ";" ### Création ###  ### Création ###  ### huile sur toile ### ";"1ère moitié 18e siècle ###  ### 3e quart 18e siècle ### ";" ### attribué à ###  ### attribué à ### ";;;;;;;;"";;"RAOUXJean ###  ### LAJOÜEJacques de ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ###  ### Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Portrait de deux jeunes filles ### ";;;;;;;;;;;;;;"
"
"58b97c5c-5589-416b-a788-f392922b8139";;;;;;;"";;;"";"";"1";"";"";"2015.2.56";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"feca5b42-d17c-45ad-aa3f-b8272a9a983a";"";"22fc342777-6134-4a98-a407-08f206835f4b ### ";" ### 1447 ###  ### 804.1.1 ###  ### Création ###  ### biscuit ### ";"4e quart 19e siècle ### ";"";;;;;;;;"";;"SAINT-MARCEAUXRené de ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Sculpteur ### ";"";" ### ";"biscuit5cd8e641-ab5d-4e6d-831f-817b42479c75 ### ";"";"";"";"";"Félix Faure Président de la République ### ";"1899 ### ";"Inv. FNAC ###  ### N° dépôt ### ";;;;;;;;;;;;"
"
"58c21d87-9526-4ebe-8570-3bedbc4d79d7";;;;;;;;;;;"";"";"";"";"A 162";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"2.2d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### Création ###  ### huile sur toile ###  ### date de signature ### ";"4e quart 19e siècle ### ";"";"";"";"";"";"A GRANCHY-TAILOR 95 ###  ### Musée des Beaux-Arts de la ville du Havre ###  ### + GRANCHY-TAYLOR la leçon du vieux 0.91 x 1.20 ### ";"Signé et daté ###  ### Tampon ###  ### Etiquette ### ";"";"";"En bas à gauche ###  ### Au dos ###  ### Au dos ### ";" ### GRANCHI-TAYLORAchille ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"La leçon du vieux ### ";"1895 ### ";;;;;;;;;;;;;"
"
"58c33ce3-838b-4b47-8162-00d18863d1e8";;;;;;;;;"";;"";"1";"";"";"E 58.23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"37,562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### Lithographie ### ";"1ère moitié 20e siècle ###  ### 3e quart 20e siècle ### ";"";"";"";"";"";"Bores ###  ### 132 / 200 ###  ### BORES ### ";"Signature ###  ### Numéroté ###  ### Inscription ### ";"";"";"En bas à droite ###  ### En bas à gauche ###  ### Au dos ### ";" ### BORESFrancisco ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Lithographe ### ";"";"lithographie ### ";"papier ### ";"";"";"";"";"La Jeune fille ### ";;;;;;;;;;;;;;"
"
"58cc6ff6-bc32-4f20-92f4-fb7170bef5bd";;;;;;;"";;;"";"";"1";"";"3";"2006.1.5a";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;" ### Un ensemble de 3 éléments ( x 2) ### ";;"9a158800-505c-48e6-b9ea-bef96c8a977b";"";"18.562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### Création ###  ### Céramique polychrome ### ";"1er quart 20e siècle ### ";"";;;;;;;;"";;"EmileFRIESZOthon ###  ### ou André METHEYMETTHEYAndré ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ###  ### Céramiste ### ";"";"céramique ### ";"";"";"";"";"";"Lotus ### ";"1909 ### ";;;;;;;;;;;;;"
"
"58db3f57-ebc5-4a23-a113-2d3679f2b7d9";;;;;;;;;;"";"";"";"";"";"BD 58";"a9e70fa2-ccad-4f4b-ac66-dd8f5e7a0ca3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ### Ancien titre : Volailles - Titre revu par Laurent Manœuvre à l’occasion de la préparation de l’exposition Eugène Boudin. L’atelier de la lumière, 16 avril 2016 – 26 septembre 2016 ###  ### Datation proposée par Laurent Manœuvre à l’occasion de la préparation de l’exposition Eugène Boudin. L’atelier de la lumière, 16 avril 2016 – 26 septembre 2016 ### ";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"538acd45ee-fdfb-4e0a-b4da-b6ba50a4a3d1 ### ";" ### Création ###  ### graphite sur papier vélin ### ";"3e quart 19e siècle ### ";" ### entre ###  ### et ### ";;;;;;;;"";;"BOUDINEugène ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"graphite ### ";"papier vélin ### ";"";"";"";"";"Etude de volailles ### ";"1851 ###  ### 1859 ### ";;;;;;;;;;;;;"
"
"58e7f0a3-96ac-4f49-8281-73138d9a1c63";;;;;;;;;;;"";"1";"";"";"2015.0.50";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"4662edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### SN 36 ###  ### Création ###  ### huile sur toile ###  ### date de signature ### ";"1er quart 20e siècle ### ";"";"";"";"";"";"V. HAVARD 1902 ###  ### L. BESNARD dépôt généra de LEFRANC et Cie - huiles et couleurs fines 60, rue de la Rochefoucauld Paris ###  ### 10F ###  ### HAVARD supposé n'appartenant au Musée 0.46 x 0.55 ### ";"Signé et daté ###  ### Tampon ###  ### Inscription ###  ### Etiquette ### ";"";"";"En bas à gauche ###  ### Au dos sur la toile ###  ### Au dos ###  ### Au dos ### ";" ### HAVARDValérie-Françoise ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Nature morte aux bocaux de cornichons ### ";"1902 ### ";"Ancien numéro ### ";;;;;;;;;;;;"
"
"59091cbe-b97b-4d15-987c-03124322d92c";;;;;;;;;;;"";"1";"";"";"2014.0.51";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"sculpture ### ";"feca5b42-d17c-45ad-aa3f-b8272a9a983a";"";"60fc342777-6134-4a98-a407-08f206835f4b ### ";" ### R 30 ###  ### Création ### ";"1er quart 20e siècle ### ";"";"";"";"";"";"HENRY-ARNOLD ### ";"Signature ### ";"";"";"Sur le socle ### ";" ### ARNOLDHenry ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"";"plâtre ### ";"";"";"";"";"Première offrande ### ";"1923 ### ";"Ancien numéro ### ";;;;;;;;;;;;"
"
"590e83e8-fffb-442e-86bc-067089b5169f";;;;;;;;;"";;"";"1";"";"";"67.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ### Hauteur sans cadre en cm 151, largeur sans cadre en cm 97,5 ### ";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";" ### ";" ### Sur la toile ###  ### Création ### ";"1ère moitié 20e siècle ### ";"";"";"";"";"";" ### Retrospective Raymond Lecourt 1966Valleuses de Jambourg à Etretat. ### ";"Signature ###  ### Etiquette imprimée ### ";"";"";"En bas à gauche ###  ### Au dos ### ";" ### LECOURTRaymond ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"La Valleuse de Jambourg. Etretat ### ";;;;;;;;;;;;;;"
"
"59271a9f-38b2-4672-a3ff-672e13c8f31f";;;;;;;;;;;"";"1";"";"";"AD 57.21";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"1.6d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### registre d'inventaire 1871-1957 ###  ### Création ###  ### encre de Chine et pierre noire sur papier ###  ### date de signature ### ";"1er quart 20e siècle ### ";"";"";"";"";"";"E O F CASSIS 1910 ###  ### + André Chenue & Fils - Coulour ryhtm and dance.+ The scottish Art Council 19 Charlotte Square Edinburgh EH24DF - exposition Colour, Rythm and Dance ###  ### Musée des Beaux-Arts de la ville du Havre. ### ";"Signé et daté ###  ### Etiquette ###  ### Tampon ### ";"";"";"En bas à droite ###  ### Au dos ###  ### Au dos ### ";" ### EmileFRIESZOthon ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"pierre noire ### ";"papier ### ";"";"";"";"";"Arbres à Cassis ### ";"1910 ### ";"1928 ### ";;;;;;;;;;;;"
"
"593ba2d2-ddd0-4975-a963-bc9b55c1ac46";;;;;;;;;;;"";"1";"";"";"A 57.74";"";"";"";"encadrement / sous-verre";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"63,7c501fe68-68ab-4ddf-a9e1-6708febf4ff8 ### ";" ### Création ###  ### huile sur papier ###  ### date de signature ### ";"3e quart 20e siècle ### ";"";"";"";"";"";"LEGOUPIL 1957 ### ";"Signé et daté ### ";"";"";"En bas à gauche ### ";" ### LEGOUPILAndré ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"papier marouflé sur isorel ### ";"";"";"";"";"Marine : Falaise à Saint-Jouin ### ";"1957 ### ";;;;;;;;;;;;;"
"
"593e7908-55c4-4f6d-a269-bfab51d527c9";;;;;;;;;"";;"";"";"";"";"2004.3.94";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"49.4c501fe68-68ab-4ddf-a9e1-6708febf4ff8 ### ";" ### 42 ###  ### Création ###  ### Aquarelle, encres brune et noire sur papier vélin ### ";"2e moitié 19e siècle ###  ### 1er quart 20e siècle ### ";"";"";"";"";"";"Degas ### ";"Cachet ### ";"";"";"En bas à droite ### ";" ### Hilaire Germain Edgar de GAS de son vrai nomDEGASEdgar ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"encre ### ";"papier vélin ### ";"";"";"";"";"Portrait d'homme barbu ou Tête de moujik ### ";;"Senn ### ";;;;;;;;;;;;"
"
"593eeeff-f8e6-4046-81d6-5d76b9c58d2a";;;;;;;;;"";"";"";"1";"";"";"58.28.36.9 ";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ### numéro pour le lot de 36 aquarelles ### ";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"25c180a133-2d3d-4e9b-b357-a9e73d043720 ### ";" ### registre d'inventaire 1871-1957 ###  ### aquarelle sur papier ### ";"1ère moitié 20e siècle ### ";"";;;;;;;;"";;"BIETTEJean ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"aquarelle (dessin) ### ";"papier ### ";"";"";"";"";"Bateaux de pêche dans l'arrière-port, Le Havre. ### ";;"1235 ### ";;;;;;;;;;;;"
"
"593f5a26-6184-4a1c-bac1-688d790a2765";;;;;;;"";;;;"";"1";"";"";"";"";"";"";"";"";;"";"86.01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"bf2236d1-5101-4db4-9180-a844761644b5";"";"73.362edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### 7674 ###  ### 1986.01 ###  ### Création ###  ### huile sur toile ### ";"1er quart 20e siècle ### ";"";"";"";"";"";"+ MPR 7674 Le Havre LOMBARD Marthe et Pauline à la Terrasse.+ M/M 20 Musée des Beaux-Arts de Marseille - LOMBARD Marthe et Pauline à la Terrasse date 87 prêteur musée des Beaux-Arts Le Havre. ### ";"Etiquette ### ";"";"";"Au dos ### ";" ### LOMBARDAlfred ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Marthe et Pauline à la terrasse ### ";"1910 ### ";"MPR ###  ### Ancien numéro ### ";;;;;;;;;;;;"
"
"595edc73-e688-4732-af93-7412475e043f";;;;;;;;;;;"";"1";"";"";"65.13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"4262edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### Dessin sur papier ### ";"3e quart 20e siècle ### ";"";"";"";"";"";"LUCAS ### ";"Signature ### ";"";"";"En bas à droite ### ";" ### LUCASDaniel ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"encre de Chine ### ";"papier ### ";"";"";"";"";"Le Petit Port ### ";"1965 ### ";;;;;;;;;;;;;"
"
