"";"dc:creator";"dc:source";"dc:created";"dc:description";"dc:rights";"dc:subjects";"dc:format";"dc:valid";"dc:issued";"dc:modified";"dc:coverage";"dc:expired";"dc:language";"dc:title";"item ### #text";
"5d748eb3-ec6c-4005-beb5-7780ade228da";"system";"";"2001-08-21T22:00:00Z";"";"";"";"";"";"";"2022-11-29T13:07:16Z";"";"";"";"77.16";"system";"
"
"5d9067b1-018f-4431-b9cf-021e1de5aa65";"system";"";"2005-07-12T22:00:00Z";"";"";"";"";"";"";"2022-10-20T12:51:21Z";"";"";"";"2004.3.124.3";"system";"
"
"5dad9837-1f6a-4f8b-b226-39dd69bb8d04";"system";"";"2003-01-13T23:00:00Z";"";"";"";"";"";"";"2022-12-06T13:22:44Z";"";"";"";"73.13";"system";"
"
"5db308db-2376-4ab0-a574-76a315e2931a";"system";"";"2012-11-29T23:00:00Z";"";"";"";"";"";"";"2021-04-02T10:48:51Z";"";"";"";"2012.4.1";"system";"
"
"5db6e137-963d-4bf8-add4-6d50d1f58183";"system";"";"2010-03-08T23:00:00Z";"";"";"";"";"";"";"2019-07-11T14:12:47Z";"";"";"";"2010.3.1";"system";"
"
"5de2371d-fcd2-46fa-bebe-1d345827b0e1";"system";"";"2006-01-23T23:00:00Z";"";"";"";"";"";"";"2022-10-18T09:06:09Z";"";"";"";"81.45";"system";"
"
"5de591a4-b315-43c6-9af3-ac86637a2142";"system";"";"2014-11-26T23:00:00Z";"";"";"";"";"";"";"2022-08-18T09:27:22Z";"";"";"";"2014.5.2";"system";"
"
"5df2c4ce-46e7-4684-91d9-dc07fc133392";"system";"";"2006-11-14T23:00:00Z";"";"";"";"";"";"";"2022-10-28T07:39:10Z";"";"";"";"E 58.13";"system";"
"
"5e0e8c35-dcdb-4a21-aa21-263788fa058f";"system";"";"2008-04-06T22:00:00Z";"";"";"";"";"";"";"2022-10-28T08:51:21Z";"";"";"";"E 60.86";"system";"
"
"5e2ac997-9bd8-45e3-8f2c-c187fe1ecb8a";"system";"";"2007-01-10T23:00:00Z";"";"";"";"";"";"";"2022-10-27T14:01:11Z";"";"";"";"E 10";"system";"
"
"5e2bd9d4-f3e0-4a72-82d2-d64ce57cb14e";"system";"";"2008-04-08T22:00:00Z";"";"";"";"";"";"";"2022-10-28T12:59:41Z";"";"";"";"E 282";"system";"
"
"5e39a555-3bf4-4cd9-8db0-6fba31be9425";"system";"";"2009-09-08T22:00:00Z";"";"";"";"";"";"";"2022-11-04T14:32:12Z";"";"";"";"2009.1.38";"system";"
"
"5e61ef9e-6231-4cd3-a71f-88dc26b5b3dd";"system";"";"2000-12-20T23:00:00Z";"";"";"";"";"";"";"2022-11-08T08:22:05Z";"";"";"";"A 100";"system";"
"
"5e655586-1fc1-42e2-af04-7a4400f8c03a";"system";"";"2002-01-16T23:00:00Z";"";"";"";"";"";"";"2021-04-20T09:30:49Z";"";"";"";"A 54.10";"system";"
"
"5e70612c-ded5-4ea2-8db8-080aa55984f2";"system";"";"2007-12-05T23:00:00Z";"";"";"";"";"";"";"2022-12-05T13:50:08Z";"";"";"";"58.56";"system";"
"
"5e7363a6-f3dc-4c3d-961d-e2e1415bfb96";"system";"";"2006-01-23T23:00:00Z";"";"";"";"";"";"";"2022-12-08T13:17:44Z";"";"";"";"81.47";"system";"
"
"5e7e6fe0-9fe4-4c12-8651-cd05d24e8604";"system";"";"2005-01-20T23:00:00Z";"";"";"";"";"";"";"2022-12-02T10:57:17Z";"";"";"";"2004.3.14";"system";"
"
"5e8621b1-591b-4ae1-b5af-3101b0c4a903";"system";"";"2014-12-18T23:00:00Z";"";"";"";"";"";"";"2022-08-18T12:49:26Z";"";"";"";"D 2010.14.6";"system";"
"
"5e8e077d-8bd5-4948-9ddf-c4d4a1bf79fb";"system";"";"2008-04-09T22:00:00Z";"";"";"";"";"";"";"2022-10-27T14:19:10Z";"";"";"";"E 53.321";"system";"
"
"5e90ee4c-e72f-4bd2-a38e-c86f14859618";"system";"";"2000-01-16T23:00:00Z";"";"";"";"";"";"";"2022-11-07T09:50:57Z";"";"";"";"2015.2.17";"system";"
"
"5e9c7aa0-35f9-4aa4-b23d-a057ef6babdd";"system";"";"2008-04-10T22:00:00Z";"";"";"";"";"";"";"2022-10-19T06:43:36Z";"";"";"";"88.13";"system";"
"
"5ec8ee1f-ab80-48e3-8fa0-8338bb8c712c";"system";"";"2014-11-26T23:00:00Z";"";"";"";"";"";"";"2022-12-12T09:15:59Z";"";"";"";"83.42";"system";"
"
"5ece765c-cff6-4dd9-93c9-3038599b4558";"system";"";"2013-07-04T22:00:00Z";"";"";"";"";"";"";"2022-09-01T12:31:36Z";"";"";"";"1999.02.1";"system";"
"
"5edebfc9-eea0-42d1-b529-33c76105c3ce";"system";"";"2005-01-20T23:00:00Z";"";"";"";"";"";"";"2022-11-03T13:46:52Z";"";"";"";"2004.3.13";"system";"
"
"5eefdfd9-e0f8-4c15-93a5-ceabadf04234";"system";"";"2000-09-20T22:00:00Z";"";"";"";"";"";"";"2019-07-11T14:21:47Z";"";"";"";"B 13";"system";"
"
"5efe67e1-0d48-45d3-ab1f-55d87dd1c30e";"system";"";"2000-01-23T23:00:00Z";"";"";"";"";"";"";"2022-11-07T10:47:36Z";"";"";"";"A 37";"system";"
"
"5f01b921-c968-4e3d-99a2-c9366338c4d3";"system";"";"2006-12-03T23:00:00Z";"";"";"";"";"";"";"2022-10-27T07:54:54Z";"";"";"";"AV 9";"system";"
"
"5f10cf86-025f-4e4b-b0df-cd4951770d22";"Delcourt";"";"2016-08-10T12:26:48Z";"";"";"";"";"";"";"2022-03-15T08:12:53Z";"";"";"";"288";"Delcourt";"
"
"5f316756-33df-4268-9242-eab6cb7bec65";"system";"";"2006-11-13T23:00:00Z";"";"";"";"";"";"";"2022-12-08T13:06:25Z";"";"";"";"81.40";"system";"
"
"5f3eedd8-acb4-4f85-b42c-77422d2e0699";"system";"";"2006-11-23T23:00:00Z";"";"";"";"";"";"";"2022-10-05T12:54:38Z";"";"";"";"65.11";"system";"
"
"5f539298-a693-4012-af6a-3b882b670a7c";"system";"";"2001-10-18T22:00:00Z";"";"";"";"";"";"";"2022-11-02T14:24:27Z";"";"";"";"185";"system";"
"
"5f55db94-a723-498f-a8a4-0b9312cfedf7";"system";"";"2006-12-06T23:00:00Z";"";"";"";"";"";"";"2022-11-02T09:09:35Z";"";"";"";"75.96";"system";"
"
"5f6940d8-397c-497b-9adf-89b7540ebeeb";"system";"";"2015-05-27T22:00:00Z";"";"";"";"";"";"";"2022-10-24T13:43:00Z";"";"";"";"G 61.7";"system";"
"
"5f6f13c6-4f73-4ea7-bfa8-8fe07ff7429f";"system";"";"2004-11-03T23:00:00Z";"";"";"";"";"";"";"2022-10-25T12:54:45Z";"";"";"";"2014.0.36";"system";"
"
"5f728478-98ed-4c69-a737-c7f63ac47b93";"system";"";"2001-08-13T22:00:00Z";"";"";"";"";"";"";"2022-11-09T09:40:33Z";"";"";"";"A 377";"system";"
"
"5f7affe2-c00f-4b3c-a640-3aaea4592b32";"system";"";"2005-01-27T23:00:00Z";"";"";"";"";"";"";"2020-04-09T14:24:47Z";"";"";"";"2004.3.34";"system";"
"
"5f889b36-19a7-4cf5-b34a-339c7622645f";"system";"";"2002-04-24T22:00:00Z";"";"";"";"";"";"";"2020-03-23T08:26:39Z";"";"";"";"63.7.30";"system";"
"
"5f8fefa8-b976-4559-b9b1-3e15d83d07f8";"system";"";"2000-01-23T23:00:00Z";"";"";"";"";"";"";"2022-11-07T10:41:25Z";"";"";"";"A 31 bis";"system";"
"
"5fa962e2-a7a9-457c-9f87-44d6aa3611f6";"system";"";"2005-01-30T23:00:00Z";"";"";"";"";"";"";"2019-07-11T14:11:44Z";"";"";"";"2004.3.39";"system";"
"
"5fae3c1d-734e-4b42-ba1e-e6096a39da30";"system";"";"2013-08-29T22:00:00Z";"";"";"";"";"";"";"2021-03-25T14:08:14Z";"";"";"";"1946";"system";"
"
"5fc77571-41a5-4cc8-ae36-f29cd5b88a10";"system";"";"2001-01-02T23:00:00Z";"";"";"";"";"";"";"2021-03-23T09:55:36Z";"";"";"";"77.38";"system";"
"
"5ff0574e-8fed-4214-8db1-61e24bd23764";"system";"";"2001-12-26T23:00:00Z";"";"";"";"";"";"";"2022-11-02T14:20:45Z";"";"";"";"176";"system";"
"
"5ff708aa-af48-493c-b384-6b2123dd8f35";"system";"";"2013-06-06T22:00:00Z";"";"";"";"";"";"";"2021-05-03T06:31:44Z";"";"";"";"D 2011.1.1";"system";"
"
"5ffa58e2-6441-4d66-ba4a-02bed75ed4ff";"system";"";"2000-04-09T22:00:00Z";"";"";"";"";"";"";"2022-11-22T13:46:24Z";"";"";"";"A 69";"system";"
"
"5ffb3a4a-f311-4331-8aff-fb985949a903";"system";"";"2001-01-01T23:00:00Z";"";"";"";"";"";"";"2022-11-08T08:17:49Z";"";"";"";"A 94";"system";"
"
"5fff4c0a-0b86-44a1-9e40-ae623cee68c5";"Delcourt";"";"2016-08-10T14:11:57Z";"";"";"";"";"";"";"2022-10-28T12:25:21Z";"";"";"";"E 171";"Delcourt";"
"
"600a424d-aea0-4189-9325-7615e7e958ab";"Ducroix";"";"2020-11-25T14:07:56Z";"";"";"";"";"";"";"2022-08-24T08:20:28Z";"";"";"";"2019.6.2";"Ducroix";"
"
"601bce43-5193-456e-bd50-44a5aa87d085";"system";"";"2007-12-20T23:00:00Z";"";"";"";"";"";"";"2022-08-18T08:34:47Z";"";"";"";"2003.3.5";"system";"
"
"601f9ebf-f8d2-4abd-bb70-0ffe8971486b";"system";"";"2006-11-08T23:00:00Z";"";"";"";"";"";"";"2022-10-20T13:38:05Z";"";"";"";"2004.3.172";"system";"
"
"602a1288-8280-40cf-a056-248a98adc5f6";"system";"";"2014-04-14T22:00:00Z";"";"";"";"";"";"";"2022-08-18T09:04:15Z";"";"";"";"2003.4.1";"system";"
"
"6031b868-26f0-4ea4-ab2e-6a1b03d3b64c";"system";"";"2000-10-09T22:00:00Z";"";"";"";"";"";"";"2022-11-09T14:50:01Z";"";"";"";"B 48";"system";"
"
"603207a9-dc8f-4f0f-a033-fbe6afbb3326";"system";"";"2000-11-13T23:00:00Z";"";"";"";"";"";"";"2022-11-10T07:47:04Z";"";"";"";"B 101";"system";"
"
"6032fdb1-0123-47e9-a523-4b11b033f06f";"system";"";"2005-08-29T22:00:00Z";"";"";"";"";"";"";"2022-10-27T07:45:45Z";"";"";"";"AM2923D322";"system";"
"
"6058de7a-3078-488b-9a33-e6ce9c5e5b4a";"system";"";"2000-09-19T22:00:00Z";"";"";"";"";"";"";"2022-11-08T08:16:51Z";"";"";"";"A 88 bis";"system";"
"
"605a0d7d-579c-4178-bfa2-84f40c82b7cb";"system";"";"2003-10-13T22:00:00Z";"";"";"";"";"";"";"2022-07-07T12:47:12Z";"";"";"";"63.9.17";"system";"
"
"605b2d2b-b8c5-4b9c-a51b-7ed9d90f9a83";"system";"";"2013-07-11T22:00:00Z";"";"";"";"";"";"";"2021-06-21T13:15:09Z";"";"";"";"FNAC 7610. MuMa 1806";"system";"
"
"605f9f31-e141-4d95-a4f8-66e07d05ea07";"system";"";"2012-09-02T22:00:00Z";"";"";"";"";"";"";"2022-12-08T09:02:52Z";"";"";"";"79.19";"system";"
"
"60636e7c-318f-46d3-a776-ee963778ceea";"system";"";"2008-04-10T22:00:00Z";"";"";"";"";"";"";"2022-10-19T06:40:50Z";"";"";"";"88.07";"system";"
"
"60645e5a-8b9f-457c-a844-ff1c9f2bf5b3";"system";"";"2006-12-06T23:00:00Z";"";"";"";"";"";"";"2022-11-02T09:10:10Z";"";"";"";"75.99";"system";"
"
"6064c213-5c3a-43b4-9022-cfa2aa98f2f7";"system";"";"2014-12-11T23:00:00Z";"";"";"";"";"";"";"2021-03-11T14:24:16Z";"";"";"";"58.28.36.25";"system";"
"
"60674236-4630-4a71-a876-52c478343cc4";"system";"";"2006-11-29T23:00:00Z";"";"";"";"";"";"";"2022-10-18T10:07:47Z";"";"";"";"82.43";"system";"
"
"607fae74-233a-40f2-8697-4c2ad553e86c";"Ducroix";"";"2022-06-10T09:33:10Z";"";"";"";"";"";"";"2022-12-09T15:18:14Z";"";"";"";"2021.5.4";"Ducroix";"
"
"609437c6-ea97-4d18-afda-ca6acf78e157";"system";"";"2010-11-29T23:00:00Z";"";"";"";"";"";"";"2021-03-25T09:03:22Z";"";"";"";"913";"system";"
"
"60a2ce27-3c56-4db1-b0f5-4acc892792ac";"system";"";"2001-10-24T22:00:00Z";"";"";"";"";"";"";"2022-11-08T14:16:00Z";"";"";"";"A 216";"system";"
"
"60c00afa-e6c8-4cbb-a73f-0dcb7ffc4fac";"system";"";"2009-08-16T22:00:00Z";"";"";"";"";"";"";"2022-11-04T14:29:59Z";"";"";"";"2009.1.18";"system";"
"
"60c41544-c275-4ce4-8e7d-fd2ca3cd8933";"system";"";"2007-01-23T23:00:00Z";"";"";"";"";"";"";"2022-08-03T07:15:24Z";"";"";"";"2006.1.5b";"system";"
"
"60c61e4f-fef6-4f1e-9bc3-a74cb9311768";"system";"";"2006-01-25T23:00:00Z";"";"";"";"";"";"";"2022-10-26T12:26:09Z";"";"";"";"AD 59.39";"system";"
"
"60d292f0-43f3-4370-8894-c1a0a21c0c4b";"system";"";"2001-03-12T23:00:00Z";"";"";"";"";"";"";"2022-11-10T08:20:54Z";"";"";"";"B 174";"system";"
"
"60ec0db2-b3b3-4038-bf0b-718880dc96be";"system";"";"2008-04-02T22:00:00Z";"";"";"";"";"";"";"2022-10-28T12:52:14Z";"";"";"";"E 214";"system";"
"
"60f33c7d-e715-4dd7-a68c-2048a0f594ea";"system";"";"2010-02-01T23:00:00Z";"";"";"";"";"";"";"2021-03-31T13:06:29Z";"";"";"";"2005.2.13";"system";"
"
"60f50ce0-0b6c-484d-b22a-c5e74552c406";"system";"";"2006-01-24T23:00:00Z";"";"";"";"";"";"";"2022-10-18T07:15:02Z";"";"";"";"75.63";"system";"
"
"60f5349d-e016-4339-9269-75bb54403207";"system";"";"2015-02-09T23:00:00Z";"";"";"";"";"";"";"2022-10-25T13:20:06Z";"";"";"";"2015.0.14.4";"system";"
"
"6105e99c-a69d-4929-bac5-8bf9d7b5fc82";"system";"";"2001-01-24T23:00:00Z";"";"";"";"";"";"";"2021-05-26T08:10:13Z";"";"";"";"B 156";"system";"
"
"6121ff74-1d56-4071-b028-fa452f58901e";"system";"";"2006-11-29T23:00:00Z";"";"";"";"";"";"";"2022-10-26T12:27:56Z";"";"";"";"AD 60.71";"system";"
"
"61470a01-ec33-4ebe-8a7b-ff32322cfd95";"system";"";"2015-03-22T23:00:00Z";"";"";"";"";"";"";"2021-04-20T15:45:35Z";"";"";"";"84.20.7";"system";"
"
"614f464a-2d00-4881-848b-a35ae2d5a558";"system";"";"2015-06-23T18:23:01Z";"";"";"";"";"";"";"2019-07-11T14:24:47Z";"";"";"";"EXT/Nature morte au lièvre mort";"system";"
"
"615403a9-0d1c-4be4-97c4-f4d4763c2df5";"Delcourt";"";"2016-08-15T08:41:19Z";"";"";"";"";"";"";"2021-08-20T08:53:22Z";"";"";"";"2012.0.1";"Delcourt";"
"
"6155f018-da94-47d1-b1e9-a5f19642def9";"system";"";"2001-11-29T23:00:00Z";"";"";"";"";"";"";"2022-11-09T08:09:15Z";"";"";"";"A 239";"system";"
"
"615dd6bb-a18d-4775-8acc-5a8d8a0d132b";"Delcourt";"";"2015-11-10T14:24:25Z";"";"";"";"";"";"";"2021-04-16T09:42:20Z";"";"";"";"2015.6.50";"Delcourt";"
"
"616e644d-44a2-46c3-9548-a32c735ece08";"system";"";"2015-04-15T22:00:00Z";"";"";"";"";"";"";"2022-05-16T11:26:22Z";"";"";"";"82.05.2";"system";"
"
"61970e16-01ac-4360-9a22-3271fdc876f1";"system";"";"2000-10-24T22:00:00Z";"";"";"";"";"";"";"2022-11-10T07:28:19Z";"";"";"";"B 69";"system";"
"
"61a17c9a-1004-405d-8358-e0734910afc1";"Delcourt";"";"2016-08-11T13:14:09Z";"";"";"";"";"";"";"2021-04-16T12:26:51Z";"";"";"";"2015.6.77";"Delcourt";"
"
"61f748c0-27ab-4ebd-8c2c-58fe32e7caa2";"system";"";"2001-10-10T22:00:00Z";"";"";"";"";"";"";"2022-11-09T13:07:33Z";"";"";"";"A 480";"system";"
"
"61fb7c54-3a52-47e5-9436-47a3ed72ae74";"system";"";"2005-01-20T23:00:00Z";"";"";"";"";"";"";"2019-07-11T14:11:09Z";"";"";"";"2004.3.1";"system";"
"
"62065d8a-286a-404b-bc72-56c939194f08";"Ducroix";"";"2018-12-28T13:40:02Z";"";"";"";"";"";"";"2022-10-26T06:20:27Z";"";"";"";"2018.5.2";"Ducroix";"
"
"620ffa8f-448f-4891-9b41-2699e1e92381";"system";"";"2001-08-30T22:00:00Z";"";"";"";"";"";"";"2022-11-09T13:15:14Z";"";"";"";"A 500";"system";"
"
"6219d579-2ec8-472d-a0f9-2573cc2ed1f5";"system";"";"2014-04-21T22:00:00Z";"";"";"";"";"";"";"2022-11-07T08:25:34Z";"";"";"";"2014.1.17";"system";"
"
"62241cf1-77aa-4432-8183-e5c5936be8a0";"system";"";"2001-10-23T22:00:00Z";"";"";"";"";"";"";"2022-11-08T13:59:27Z";"";"";"";"A 209";"system";"
"
"62247fdd-7ffc-4d71-9aac-61eebe133ffa";"system";"";"2000-11-07T23:00:00Z";"";"";"";"";"";"";"2022-11-08T08:28:28Z";"";"";"";"A 117";"system";"
"
"622b8f61-d0ea-4408-a2b4-84093564cb73";"system";"";"2001-08-12T22:00:00Z";"";"";"";"";"";"";"2022-12-12T14:21:04Z";"";"";"";"99";"system";"
"
"622df614-cce3-4844-8185-0de465b7d0a6";"system";"";"2008-05-05T22:00:00Z";"";"";"";"";"";"";"2022-10-28T12:12:23Z";"";"";"";"E 136";"system";"
"
"623de21e-5e89-4475-aa09-d802bf49715f";"system";"";"2002-01-17T23:00:00Z";"";"";"";"";"";"";"2022-11-02T13:46:49Z";"";"";"";"96";"system";"
"
"62428a77-edd6-4636-b699-68f66565172c";"system";"";"2011-12-01T23:00:00Z";"";"";"";"";"";"";"2021-03-25T10:42:47Z";"";"";"";"1185";"system";"
"
"6259f566-de3c-4f08-896e-2556e00437c0";"system";"";"2001-12-19T23:00:00Z";"";"";"";"";"";"";"2022-11-08T10:17:58Z";"";"";"";"A 170";"system";"
"
"626c365e-a07f-4204-a206-d915570f5b8a";"system";"";"2015-06-03T22:00:00Z";"";"";"";"";"";"";"2021-06-24T08:44:15Z";"";"";"";"R 18";"system";"
"
"62712eac-1d22-4f37-9ac4-a9ef972bee40";"system";"";"2001-12-17T23:00:00Z";"";"";"";"";"";"";"2022-11-02T08:10:48Z";"";"";"";"66.3";"system";"
"
"6275da71-6d23-4bdb-9b57-5d9ff40f182b";"system";"";"2008-04-02T22:00:00Z";"";"";"";"";"";"";"2022-10-28T09:20:21Z";"";"";"";"E 119";"system";"
"
"627ab95d-c90b-4537-84eb-c6bbd021d132";"system";"";"2005-06-26T22:00:00Z";"";"";"";"";"";"";"2019-07-11T14:11:54Z";"";"";"";"2004.3.82";"system";"
"
"628141c5-96c0-4c2f-9f77-f7bbf169b012";"system";"";"2002-01-15T23:00:00Z";"";"";"";"";"";"";"2022-11-02T07:44:46Z";"";"";"";"36.8";"system";"
"
"6281da5e-2f64-485e-9db1-43bed55e0081";"system";"";"2008-04-07T22:00:00Z";"";"";"";"";"";"";"2022-10-27T14:31:19Z";"";"";"";"E 265";"system";"
"
"6286bf92-9f46-4e78-89d0-5065c951f075";"system";"";"2001-09-26T22:00:00Z";"";"";"";"";"";"";"2022-11-09T08:26:30Z";"";"";"";"A 307";"system";"
"
"629e3dd7-39b3-402c-b049-2554f652913b";"system";"";"2005-08-15T22:00:00Z";"";"";"";"";"";"";"2020-12-02T10:20:22Z";"";"";"";"2004.3.201";"system";"
"
"62be6079-6641-47d7-8738-60c1b1f0ed8f";"system";"";"2006-12-06T23:00:00Z";"";"";"";"";"";"";"2022-11-02T09:07:55Z";"";"";"";"75.89";"system";"
"
"62c131ab-c586-4688-ad2c-af3ab0b8c11c";"system";"";"2004-08-18T22:00:00Z";"";"";"";"";"";"";"2022-11-10T12:42:10Z";"";"";"";"2015.2.53";"system";"
"
"62c2ee72-7814-4466-b918-b57fbca848b7";"system";"";"2000-11-08T23:00:00Z";"";"";"";"";"";"";"2022-11-08T08:29:44Z";"";"";"";"A 123";"system";"
"
"62cb84a0-eb59-4f17-8ae7-cfcac0dc8385";"system";"";"2000-11-09T23:00:00Z";"";"";"";"";"";"";"2022-11-08T08:31:42Z";"";"";"";"A 128";"system";"
"
"62dee1e3-b65a-4998-b641-aa58481cdbc0";"system";"";"2001-11-07T23:00:00Z";"";"";"";"";"";"";"2022-11-09T08:08:51Z";"";"";"";"A 234";"system";"
"
"631805c0-3963-42ce-aa9b-575fa5e8ea11";"system";"";"2006-10-24T22:00:00Z";"";"";"";"";"";"";"2022-10-28T07:28:02Z";"";"";"";"E 58.9";"system";"
"
"632aed8c-9ed5-4e2f-b995-6b294be05c4a";"system";"";"2008-04-06T22:00:00Z";"";"";"";"";"";"";"2022-10-24T13:42:31Z";"";"";"";"G 65.5";"system";"
"
"6338c15e-2a81-40ad-b29d-850646f51ef1";"system";"";"2002-01-23T23:00:00Z";"";"";"";"";"";"";"2022-11-09T14:22:09Z";"";"";"";"A 523";"system";"
"
"633e76fa-930e-4f10-a58d-a65430bc3587";"system";"";"2006-12-03T23:00:00Z";"";"";"";"";"";"";"2022-10-25T12:53:38Z";"";"";"";"2014.0.31";"system";"
"
"6355e2b7-3dc7-4d97-9b80-46f4831dc259";"system";"";"2014-12-22T23:00:00Z";"";"";"";"";"";"";"2022-08-18T12:56:56Z";"";"";"";"D 2010.14.15";"system";"
"
"6358541f-f4a2-4877-9186-2d9e8ddee0f2";"system";"";"2005-06-27T22:00:00Z";"";"";"";"";"";"";"2022-10-19T07:16:30Z";"";"";"";"2004.3.89";"system";"
"
"63729913-eef9-493f-9284-ec0b73e9b688";"system";"";"2007-03-14T23:00:00Z";"";"";"";"";"";"";"2022-01-27T08:20:13Z";"";"";"";"83.55";"system";"
"
"637b5d7e-ed1b-472a-b6c8-846f3bb64f26";"system";"";"2000-01-06T23:00:00Z";"";"";"";"";"";"";"2022-12-08T08:00:07Z";"";"";"";"75.105.4";"system";"
"
"637cb0df-78c3-46bb-88a7-013086465cae";"system";"";"2006-12-06T23:00:00Z";"";"";"";"";"";"";"2022-11-02T09:09:23Z";"";"";"";"75.95";"system";"
"
"638191ba-6f57-4e51-842e-c57ec8b16b44";"system";"";"2000-01-12T23:00:00Z";"";"";"";"";"";"";"2022-12-06T07:17:09Z";"";"";"";"60.42";"system";"
"
"63883671-60cb-47d9-b59b-ae970510550b";"system";"";"2008-04-08T22:00:00Z";"";"";"";"";"";"";"2022-10-27T14:23:57Z";"";"";"";"E 289";"system";"
"
"638fc228-4d8a-43da-8e9e-b6836a4b6283";"system";"";"2015-05-31T22:00:00Z";"";"";"";"";"";"";"2022-08-04T08:28:39Z";"";"";"";"2015.0.79";"system";"
"
"63cfeeca-5502-4018-b42f-21e3c83dd02a";"Delcourt";"";"2015-10-29T18:12:10Z";"";"";"";"";"";"";"2021-04-16T08:02:32Z";"";"";"";"2015.4.5";"Delcourt";"
"
"63d01a59-33a4-454e-959d-7f2034393a98";"system";"";"2001-12-12T23:00:00Z";"";"";"";"";"";"";"2022-11-08T09:37:58Z";"";"";"";"A 157 bis";"system";"
"
"63f023a7-2758-460d-ad06-9eb7087aa2e6";"system";"";"2009-12-08T23:00:00Z";"";"";"";"";"";"";"2022-08-17T13:04:10Z";"";"";"";"2007.3.5";"system";"
"
"6405e668-8cac-4c6c-b8ad-aae386bfa07b";"system";"";"2005-08-30T22:00:00Z";"";"";"";"";"";"";"2022-10-27T07:58:20Z";"";"";"";"BD 2";"system";"
"
"640774be-4f02-4acd-ab98-ee0b1fe06d2e";"system";"";"2002-01-22T23:00:00Z";"";"";"";"";"";"";"2022-11-09T10:05:17Z";"";"";"";"A 423";"system";"
"
"64109192-a386-490b-b94a-89c910f8d72a";"system";"";"2007-01-11T23:00:00Z";"";"";"";"";"";"";"2022-10-27T14:05:26Z";"";"";"";"E 14";"system";"
"
"64120466-1cb0-4d22-9cde-87900b5327ec";"system";"";"2000-04-02T22:00:00Z";"";"";"";"";"";"";"2022-11-07T09:53:07Z";"";"";"";"2015.2.28";"system";"
"
"64182b7f-954d-4496-bab1-e5d4f7d4b79e";"system";"";"2000-01-17T23:00:00Z";"";"";"";"";"";"";"2022-11-02T14:03:48Z";"";"";"";"101.2";"system";"
"
"641b3508-ff77-4a06-97b6-bd8708189316";"Ducroix";"";"2022-06-10T12:35:03Z";"";"";"";"";"";"";"2022-12-09T15:32:02Z";"";"";"";"2021.6.7";"Ducroix";"
"
"6433c96d-693c-4244-af84-4786f93624d3";"system";"";"2008-03-30T22:00:00Z";"";"";"";"";"";"";"2022-10-27T14:14:59Z";"";"";"";"E 20";"system";"
"
"6471e412-0c8b-48b0-a8fc-4764e7d6bf1c";"Delcourt";"";"2015-10-29T18:10:23Z";"";"";"";"";"";"";"2021-04-16T08:01:01Z";"";"";"";"2015.4.3";"Delcourt";"
"
"64951a43-b5a2-4233-8c68-7b1a566d15e6";"system";"";"2005-09-04T22:00:00Z";"";"";"";"";"";"";"2022-10-27T09:16:31Z";"";"";"";"BD 53";"system";"
"
"649906f1-b148-4e16-9031-610e613bd48c";"system";"";"2000-09-19T22:00:00Z";"";"";"";"";"";"";"2022-11-08T08:16:43Z";"";"";"";"A 88";"system";"
"
"649e11f4-f8c4-4009-82fa-6951183148b8";"system";"";"2012-09-16T22:00:00Z";"";"";"";"";"";"";"2022-05-12T09:41:33Z";"";"";"";"2015.0.84";"system";"
"
"64e01555-7894-4526-956e-6c9205e30c8a";"system";"";"2008-02-10T23:00:00Z";"";"";"";"";"";"";"2022-10-28T12:57:34Z";"";"";"";"E 222 bis";"system";"
"
"64e128f9-b1d1-4ea2-9f62-7c383c794c5b";"system";"";"2000-11-01T23:00:00Z";"";"";"";"";"";"";"2022-11-10T07:41:46Z";"";"";"";"B 86";"system";"
"
"64f0700c-b095-4c76-98aa-37dd677369df";"system";"";"2015-05-27T22:00:00Z";"";"";"";"";"";"";"2022-10-18T06:45:42Z";"";"";"";"67.5";"system";"
"
"64f19f29-8629-4e1b-869a-42aa5a94a728";"Delcourt";"";"2016-04-14T16:38:19Z";"";"";"";"";"";"";"2022-12-05T14:52:35Z";"";"";"";"59.76";"Delcourt";"
"
"65278e75-d4ac-4a65-9e9e-6c515f2888c9";"system";"";"2000-04-09T22:00:00Z";"";"";"";"";"";"";"2022-11-02T08:10:15Z";"";"";"";"65.8";"system";"
"
"652b81de-3752-47fb-b794-e0019301e900";"system";"";"2013-04-22T22:00:00Z";"";"";"";"";"";"";"2021-04-02T09:08:10Z";"";"";"";"2011.0.11";"system";"
"
"655f5ef6-57e9-4fe5-b61a-6eec6b20d09c";"system";"";"2004-04-29T22:00:00Z";"";"";"";"";"";"";"2022-10-26T06:41:12Z";"";"";"";"AD 17 bis";"system";"
"
"65621909-203a-4091-a642-72dbb0d178d9";"system";"";"2000-01-16T23:00:00Z";"";"";"";"";"";"";"2022-11-07T10:59:00Z";"";"";"";"A 53";"system";"
"
"657af1dc-d58d-4a44-b2c0-e9f4fe5e9898";"system";"";"2001-12-02T23:00:00Z";"";"";"";"";"";"";"2022-11-09T08:13:21Z";"";"";"";"A 251";"system";"
"
"659d8c6d-7828-42f6-8e38-968ab12138c2";"system";"";"2001-12-20T23:00:00Z";"";"";"";"";"";"";"2022-11-08T10:18:12Z";"";"";"";"A 171";"system";"
"
